sales_order_id,sales_order_number,document_date,customer_id,customer_name,line_number,product_id,product_code,product_name,quantity,unit,standard_price,discount_rate,actual_price,subtotal_amount,tax_amount,total_amount,order_status,document_status,transaction_type,sales_department,salesperson,planned_delivery_date,is_urgent,contract_number,project_name,end_customer,quotation_number,notes,created_date,status
SO0000018,SO-202305-00008,2023-05-02,10002,西安沃土植保科技有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,6,台,45999,0.0%,45999.0,275994.0,35879.22,311873.22,已发货,已确认,项目销售,销售一部,孙丽,2023-06-01,否,HT-2023-368,2023年重庆市农业项目,西安沃土植保科技有限公司,QT-202305-00008,,2023-05-02,Active
SO0000019,SO-202305-00008,2023-05-02,10002,西安沃土植保科技有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,3,台,22999,0.0%,22999.0,68997.0,8969.61,77966.61,已发货,已确认,项目销售,销售一部,孙丽,2023-05-29,否,HT-2023-368,2023年重庆市农业项目,西安沃土植保科技有限公司,QT-202305-00008,,2023-05-02,Active
SO0000020,SO-202305-00009,2023-05-26,10003,青岛田园农科有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,11,台,45999,5.3%,43576.81,479344.96,62314.84,541659.81,已发货,已确认,项目销售,销售一部,赵敏,2023-06-27,否,HT-2023-192,沈阳市种植大户应用项目,青岛田园农科有限公司,QT-202305-00009,,2023-05-26,Active
SO0000021,SO-202305-00009,2023-05-26,10003,青岛田园农科有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,5,台,22999,0.0%,22999.0,114995.0,14949.35,129944.35,已发货,已确认,项目销售,销售一部,赵敏,2023-07-19,否,HT-2023-192,沈阳市种植大户应用项目,青岛田园农科有限公司,QT-202305-00009,,2023-05-26,Active
SO0000022,SO-202305-00009,2023-05-26,10003,青岛田园农科有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,18,台,58999,9.4%,53450.07,962101.29,125073.17,1087174.46,已发货,已确认,项目销售,销售一部,赵敏,2023-06-26,否,HT-2023-192,沈阳市种植大户应用项目,青岛田园农科有限公司,QT-202305-00009,,2023-05-26,Active
SO0000023,SO-202303-00010,2023-03-19,10003,青岛田园农科有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,19,台,45999,9.3%,41705.47,792403.9,103012.51,895416.41,已取消,已取消,项目销售,销售一部,蒋敏,2023-04-19,否,HT-2023-090,沈阳市种植大户应用项目,青岛田园农科有限公司,QT-202303-00593,,2023-03-19,Active
SO0000024,SO-202303-00010,2023-03-19,10003,青岛田园农科有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,13,台,22999,6.6%,21481.7,279262.07,36304.07,315566.14,已取消,已取消,项目销售,销售一部,蒋敏,2023-05-17,否,HT-2023-090,沈阳市种植大户应用项目,青岛田园农科有限公司,QT-202303-00593,,2023-03-19,Active
SO0000025,SO-202303-00010,2023-03-19,10003,青岛田园农科有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,9,台,58999,0.0%,58999.0,530991.0,69028.83,600019.83,已取消,已取消,项目销售,销售一部,蒋敏,2023-05-07,否,HT-2023-090,沈阳市种植大户应用项目,青岛田园农科有限公司,QT-202303-00593,,2023-03-19,Active
SO0000026,SO-202401-00011,2024-01-23,10003,青岛田园农科有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,14,台,22999,7.0%,21383.81,299373.37,38918.54,338291.91,已发货,已确认,项目销售,销售一部,郑海,2024-03-20,否,HT-2024-374,2024年沈阳市农业项目,青岛田园农科有限公司,QT-202401-00564,,2024-01-23,Active
SO0000027,SO-202401-00011,2024-01-23,10003,青岛田园农科有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,10,台,45999,6.6%,42943.51,429435.13,55826.57,485261.69,已发货,已确认,项目销售,销售一部,郑海,2024-02-16,否,HT-2024-374,2024年沈阳市农业项目,青岛田园农科有限公司,QT-202401-00564,,2024-01-23,Active
SO0000028,SO-202401-00011,2024-01-23,10003,青岛田园农科有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,15,台,58999,2.1%,57783.38,866750.7,112677.59,979428.29,已发货,已确认,项目销售,销售一部,郑海,2024-03-05,否,HT-2024-374,2024年沈阳市农业项目,青岛田园农科有限公司,QT-202401-00564,,2024-01-23,Active
SO0000029,SO-202405-00012,2024-05-17,10003,青岛田园农科有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,1,台,22999,0.0%,22999.0,22999.0,2989.87,25988.87,已发货,已确认,直销,销售一部,贾斌,2024-06-18,否,,,青岛田园农科有限公司,QT-202405-00532,,2024-05-17,Active
SO0000030,SO-202405-00012,2024-05-17,10003,青岛田园农科有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,1,台,58999,0.0%,58999.0,58999.0,7669.87,66668.87,已发货,已确认,直销,销售一部,贾斌,2024-07-05,否,,,青岛田园农科有限公司,QT-202405-00532,,2024-05-17,Active
SO0000031,SO-202404-00013,2024-04-14,10003,青岛田园农科有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,7,台,58999,0.0%,58999.0,412993.0,53689.09,466682.09,已发货,已确认,项目销售,销售一部,陈静,2024-05-20,否,HT-2024-363,沈阳市种植大户应用项目,青岛田园农科有限公司,QT-202404-00013,,2024-04-14,Active
SO0000032,SO-202404-00013,2024-04-14,10003,青岛田园农科有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,7,台,45999,0.0%,45999.0,321993.0,41859.09,363852.09,已发货,已确认,项目销售,销售一部,陈静,2024-05-22,否,HT-2024-363,沈阳市种植大户应用项目,青岛田园农科有限公司,QT-202404-00013,,2024-04-14,Active
SO0000033,SO-202305-00014,2023-05-29,10003,青岛田园农科有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,2,台,45999,0.0%,45999.0,91998.0,11959.74,103957.74,已发货,已确认,直销,销售一部,钱进,2023-06-30,否,,,青岛田园农科有限公司,QT-202305-00599,,2023-05-29,Active
SO0000034,SO-202305-00014,2023-05-29,10003,青岛田园农科有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,1,台,22999,0.0%,22999.0,22999.0,2989.87,25988.87,已发货,已确认,直销,销售一部,钱进,2023-06-19,否,,,青岛田园农科有限公司,QT-202305-00599,,2023-05-29,Active
SO0000035,SO-202403-00015,2024-03-22,10003,青岛田园农科有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,1,台,22999,0.0%,22999.0,22999.0,2989.87,25988.87,已发货,已确认,直销,销售一部,姚强,2024-04-13,否,,,青岛田园农科有限公司,QT-202403-00541,,2024-03-22,Active
SO0000036,SO-202403-00015,2024-03-22,10003,青岛田园农科有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,2,台,45999,0.0%,45999.0,91998.0,11959.74,103957.74,已发货,已确认,直销,销售一部,姚强,2024-05-09,否,,,青岛田园农科有限公司,QT-202403-00541,,2024-03-22,Active
SO0000037,SO-202303-00016,2023-03-11,10004,上海绿野农业服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,1,台,58999,0.0%,58999.0,58999.0,7669.87,66668.87,已发货,已确认,直销,销售一部,郑海,2023-04-28,否,,,上海绿野农业服务有限公司,QT-202303-00016,,2023-03-11,Active
SO0000038,SO-202303-00016,2023-03-11,10004,上海绿野农业服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,3,台,45999,0.0%,45999.0,137997.0,17939.61,155936.61,已发货,已确认,直销,销售一部,郑海,2023-05-09,否,,,上海绿野农业服务有限公司,QT-202303-00016,,2023-03-11,Active
SO0000039,SO-202303-00017,2023-03-11,10004,上海绿野农业服务有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,6,台,58999,0.0%,58999.0,353994.0,46019.22,400013.22,已取消,已取消,项目销售,销售一部,孙丽,2023-04-05,否,HT-2023-361,2023年苏州市农业项目,上海绿野农业服务有限公司,QT-202303-00017,,2023-03-11,Active
SO0000040,SO-202303-00017,2023-03-11,10004,上海绿野农业服务有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,15,台,45999,2.4%,44882.18,673232.73,87520.26,760752.99,已取消,已取消,项目销售,销售一部,孙丽,2023-04-19,否,HT-2023-361,2023年苏州市农业项目,上海绿野农业服务有限公司,QT-202303-00017,,2023-03-11,Active
SO0000041,SO-202303-00017,2023-03-11,10004,上海绿野农业服务有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,5,台,22999,0.0%,22999.0,114995.0,14949.35,129944.35,已取消,已取消,项目销售,销售一部,孙丽,2023-04-17,否,HT-2023-361,2023年苏州市农业项目,上海绿野农业服务有限公司,QT-202303-00017,,2023-03-11,Active
SO0000042,SO-202403-00018,2024-03-13,10005,西安惠农农科科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,5,台,58999,12.4%,51677.58,258387.92,33590.43,291978.35,已发货,已确认,直销,销售一部,杨帆,2024-05-10,否,,,西安惠农农科科技有限公司,QT-202403-00018,,2024-03-13,Active
SO0000043,SO-202403-00018,2024-03-13,10005,西安惠农农科科技有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,5,台,45999,8.4%,42123.87,210619.37,27380.52,237999.89,已发货,已确认,直销,销售一部,杨帆,2024-04-06,否,,,西安惠农农科科技有限公司,QT-202403-00018,,2024-03-13,Active
SO0000044,SO-202403-00018,2024-03-13,10005,西安惠农农科科技有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,9,台,22999,9.3%,20854.48,187690.35,24399.75,212090.09,已发货,已确认,直销,销售一部,杨帆,2024-04-14,否,,,西安惠农农科科技有限公司,QT-202403-00018,,2024-03-13,Active
SO0000045,SO-202403-00019,2024-03-07,10005,西安惠农农科科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,12,台,58999,8.2%,54150.55,649806.62,84474.86,734281.49,已发货,已确认,项目销售,销售一部,袁琳,2024-04-17,否,HT-2024-045,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202403-00019,,2024-03-07,Active
SO0000046,SO-202403-00019,2024-03-07,10005,西安惠农农科科技有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,19,台,45999,13.2%,39941.41,758886.84,98655.29,857542.13,已发货,已确认,项目销售,销售一部,袁琳,2024-04-13,否,HT-2024-045,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202403-00019,,2024-03-07,Active
SO0000047,SO-202304-00020,2023-04-08,10005,西安惠农农科科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,9,台,58999,9.8%,53220.61,478985.46,62268.11,541253.57,已发货,已确认,直销,销售一部,姚强,2023-06-07,否,,,西安惠农农科科技有限公司,QT-202303-00618,,2023-04-08,Active
SO0000048,SO-202304-00020,2023-04-08,10005,西安惠农农科科技有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,6,台,45999,11.9%,40502.98,243017.89,31592.33,274610.22,已发货,已确认,直销,销售一部,姚强,2023-04-28,否,,,西安惠农农科科技有限公司,QT-202303-00618,,2023-04-08,Active
SO0000049,SO-202304-00020,2023-04-08,10005,西安惠农农科科技有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,7,台,22999,10.9%,20484.09,143388.65,18640.52,162029.18,已发货,已确认,直销,销售一部,姚强,2023-05-13,否,,,西安惠农农科科技有限公司,QT-202303-00618,,2023-04-08,Active
SO0000050,SO-202404-00021,2024-04-17,10005,西安惠农农科科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,7,台,58999,7.7%,54455.8,381190.6,49554.78,430745.38,已发货,已确认,项目销售,销售一部,钱进,2024-05-07,否,HT-2024-429,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202404-00528,,2024-04-17,Active
SO0000051,SO-202404-00021,2024-04-17,10005,西安惠农农科科技有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,5,台,22999,9.2%,20872.32,104361.6,13567.01,117928.61,已发货,已确认,项目销售,销售一部,钱进,2024-05-07,否,HT-2024-429,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202404-00528,,2024-04-17,Active
SO0000052,SO-202404-00022,2024-04-14,10005,西安惠农农科科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,18,台,58999,8.2%,54143.58,974584.39,126695.97,1101280.36,已发货,已确认,项目销售,销售一部,袁琳,2024-05-07,否,HT-2024-495,株洲市种植大户应用项目,西安惠农农科科技有限公司,QT-202404-00529,,2024-04-14,Active
SO0000053,SO-202404-00022,2024-04-14,10005,西安惠农农科科技有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,20,台,45999,10.0%,41389.0,827780.08,107611.41,935391.49,已发货,已确认,项目销售,销售一部,袁琳,2024-06-11,否,HT-2024-495,株洲市种植大户应用项目,西安惠农农科科技有限公司,QT-202404-00529,,2024-04-14,Active
SO0000054,SO-202404-00022,2024-04-14,10005,西安惠农农科科技有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,13,台,22999,6.1%,21591.65,280691.4,36489.88,317181.29,已发货,已确认,项目销售,销售一部,袁琳,2024-06-12,否,HT-2024-495,株洲市种植大户应用项目,西安惠农农科科技有限公司,QT-202404-00529,,2024-04-14,Active
SO0000055,SO-202403-00023,2024-03-11,10005,西安惠农农科科技有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,11,台,45999,5.9%,43289.14,476180.5,61903.47,538083.97,已发货,已确认,项目销售,销售一部,李娜,2024-03-26,否,HT-2024-318,2024年株洲市农业项目,西安惠农农科科技有限公司,QT-202403-00542,,2024-03-11,Active
SO0000056,SO-202403-00023,2024-03-11,10005,西安惠农农科科技有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,14,台,22999,10.8%,20526.56,287371.83,37358.34,324730.16,已发货,已确认,项目销售,销售一部,李娜,2024-04-29,否,HT-2024-318,2024年株洲市农业项目,西安惠农农科科技有限公司,QT-202403-00542,,2024-03-11,Active
SO0000057,SO-202306-00024,2023-06-21,10005,西安惠农农科科技有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,10,台,45999,5.4%,43536.43,435364.32,56597.36,491961.68,已发货,已确认,直销,销售一部,杨帆,2023-08-18,否,,,西安惠农农科科技有限公司,QT-202306-00024,,2023-06-21,Active
SO0000058,SO-202306-00024,2023-06-21,10005,西安惠农农科科技有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,6,台,22999,13.3%,19951.21,119707.23,15561.94,135269.17,已发货,已确认,直销,销售一部,杨帆,2023-07-29,否,,,西安惠农农科科技有限公司,QT-202306-00024,,2023-06-21,Active
SO0000059,SO-202306-00024,2023-06-21,10005,西安惠农农科科技有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,5,台,58999,9.9%,53179.84,265899.19,34566.89,300466.08,已发货,已确认,直销,销售一部,杨帆,2023-07-09,否,,,西安惠农农科科技有限公司,QT-202306-00024,,2023-06-21,Active
SO0000060,SO-202304-00025,2023-04-11,10005,西安惠农农科科技有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,16,台,45999,5.3%,43559.8,696956.86,90604.39,787561.25,已发货,已确认,项目销售,销售一部,王强,2023-05-17,否,HT-2023-235,2023年株洲市农业项目,西安惠农农科科技有限公司,QT-202304-00025,,2023-04-11,Active
SO0000061,SO-202304-00025,2023-04-11,10005,西安惠农农科科技有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,12,台,58999,6.7%,55056.25,660675.03,85887.75,746562.79,已发货,已确认,项目销售,销售一部,王强,2023-05-03,否,HT-2023-235,2023年株洲市农业项目,西安惠农农科科技有限公司,QT-202304-00025,,2023-04-11,Active
SO0000062,SO-202304-00025,2023-04-11,10005,西安惠农农科科技有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,7,台,22999,12.0%,20237.23,141660.61,18415.88,160076.49,已发货,已确认,项目销售,销售一部,王强,2023-05-14,否,HT-2023-235,2023年株洲市农业项目,西安惠农农科科技有限公司,QT-202304-00025,,2023-04-11,Active
SO0000063,SO-202305-00026,2023-05-15,10005,西安惠农农科科技有限公司,10,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,6,台,22999,5.8%,21672.09,130032.52,16904.23,146936.75,已发货,已确认,项目销售,销售一部,赵敏,2023-07-10,否,HT-2023-177,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202305-00600,,2023-05-15,Active
SO0000064,SO-202305-00026,2023-05-15,10005,西安惠农农科科技有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,6,台,58999,5.6%,55668.0,334008.01,43421.04,377429.05,已发货,已确认,项目销售,销售一部,赵敏,2023-07-08,否,HT-2023-177,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202305-00600,,2023-05-15,Active
SO0000065,SO-202305-00026,2023-05-15,10005,西安惠农农科科技有限公司,30,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,20,台,45999,14.4%,39363.63,787272.58,102345.44,889618.02,已发货,已确认,项目销售,销售一部,赵敏,2023-05-30,否,HT-2023-177,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202305-00600,,2023-05-15,Active
SO0000066,SO-202305-00027,2023-05-01,10005,西安惠农农科科技有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,8,台,45999,14.9%,39122.86,312982.88,40687.77,353670.65,已发货,已确认,项目销售,销售一部,陈静,2023-05-27,否,HT-2023-020,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202305-00027,,2023-05-01,Active
SO0000067,SO-202305-00027,2023-05-01,10005,西安惠农农科科技有限公司,20,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,17,台,58999,11.5%,52240.86,888094.54,115452.29,1003546.83,已发货,已确认,项目销售,销售一部,陈静,2023-05-22,否,HT-2023-020,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202305-00027,,2023-05-01,Active
SO0000068,SO-202305-00027,2023-05-01,10005,西安惠农农科科技有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,9,台,22999,10.1%,20680.81,186127.26,24196.54,210323.81,已发货,已确认,项目销售,销售一部,陈静,2023-05-21,否,HT-2023-020,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202305-00027,,2023-05-01,Active
SO0000069,SO-202310-00028,2023-10-03,10005,西安惠农农科科技有限公司,10,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,5,台,45999,13.4%,39815.03,199075.17,25879.77,224954.94,已发货,已确认,项目销售,销售一部,钱进,2023-11-29,否,HT-2023-252,株洲市种植大户应用项目,西安惠农农科科技有限公司,QT-202309-00541,,2023-10-03,Active
SO0000070,SO-202310-00028,2023-10-03,10005,西安惠农农科科技有限公司,20,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,7,台,22999,12.7%,20069.15,140484.02,18262.92,158746.95,已发货,已确认,项目销售,销售一部,钱进,2023-11-12,否,HT-2023-252,株洲市种植大户应用项目,西安惠农农科科技有限公司,QT-202309-00541,,2023-10-03,Active
SO0000071,SO-202310-00028,2023-10-03,10005,西安惠农农科科技有限公司,30,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,16,台,58999,12.0%,51914.9,830638.42,107982.99,938621.42,已发货,已确认,项目销售,销售一部,钱进,2023-11-14,否,HT-2023-252,株洲市种植大户应用项目,西安惠农农科科技有限公司,QT-202309-00541,,2023-10-03,Active
SO0000072,SO-202311-00029,2023-11-25,10005,西安惠农农科科技有限公司,10,P0010,UAV-BF-IND-H30,UAV-BF-IND-H30,19,台,58999,8.4%,54021.13,1026401.55,133432.2,1159833.75,已发货,已确认,项目销售,销售一部,吴磊,2024-01-07,否,HT-2023-422,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202311-00508,,2023-11-25,Active
SO0000073,SO-202311-00029,2023-11-25,10005,西安惠农农科科技有限公司,20,P0009,UAV-BF-IND-H20,UAV-BF-IND-H20,10,台,45999,13.6%,39742.56,397425.58,51665.33,449090.91,已发货,已确认,项目销售,销售一部,吴磊,2024-01-06,否,HT-2023-422,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202311-00508,,2023-11-25,Active
SO0000074,SO-202311-00029,2023-11-25,10005,西安惠农农科科技有限公司,30,P0006,UAV-JF-ENT-AG,UAV-JF-ENT-AG,3,台,22999,11.4%,20375.36,61126.08,7946.39,69072.47,已发货,已确认,项目销售,销售一部,吴磊,2024-01-24,否,HT-2023-422,西安惠农农科科技有限公司设备采购项目,西安惠农农科科技有限公司,QT-202311-00508,,2023-11-25,Active
