"customer_id","customer_code","customer_name","customer_level","customer_type","industry_type","industry","primary_industry","secondary_industry","company_size","established_year","annual_revenue","city","province","address","contact_person","contact_phone","contact_email","is_named_customer","has_contract","created_date","status"
10011,CUST-10011,郑州农丰农机技术有限公司,T1,Enterprise,农业,植保服务,农业,植保服务,微型,2022,361660000,西安市,陕西省,陕西省西安市,邓涛辉,"13154318806",邓涛辉@郑州农丰农.com,是,是,"2023-01-01",Active
10012,CUST-10012,厦门绿洲农资科技有限公司,T3,SMB,农业,农场主,农业,农场主,微型,2017,316460000,北京市,北京市,北京市北京市,王经理,"15530613729",contact@厦门绿洲农.com,否,是,"2023-01-01",Active
10013,CUST-10013,沈阳农达农业有限公司,T3,Enterprise,农业,农业合作社,农业,农业合作社,微型,2012,125450000,重庆市,重庆市,重庆市重庆市,王波,"17333754555",王波@沈阳农达农.com,是,否,"2023-01-01",Active
10014,CUST-10014,深圳农达农机股份有限公司,T3,Enterprise,农业,农业合作社,农业,农业合作社,大型,2019,313460000,济南市,山东省,山东省济南市,马经理,"19670292350",contact@深圳农达农.com,否,是,"2023-01-01",Active
10015,CUST-10015,重庆绿地植保科技有限公司,T1,SMB,农业,农场主,农业,农场主,微型,2011,374340000,郑州市,河南省,河南省郑州市,肖涛娜,"15721609600",肖涛娜@重庆绿地植.com,是,是,"2023-01-01",Active
10016,CUST-10016,上海沃土农资技术有限公司,T2,SMB,农业,种植大户,农业,种植大户,小型,2014,134860000,襄阳市,湖北省,湖北省襄阳市,吴总监,"17356287095",contact@上海沃土农.com,否,是,"2023-01-01",Active
10017,CUST-10017,深圳沃土农资科技有限公司,T2,Enterprise,农业,植保服务,农业,植保服务,微型,2019,369960000,重庆市,重庆市,重庆市重庆市,杜刚阳,"13178663096",杜刚阳@深圳沃土农.com,是,是,"2023-01-01",Active
10018,CUST-10018,郑州绿洲农服技术有限公司,T2,SMB,农业,农业合作社,农业,农业合作社,小型,2012,288160000,重庆市,重庆市,重庆市重庆市,周娜,"19855420240",周娜@郑州绿洲农.com,是,是,"2023-01-01",Active
10019,CUST-10019,成都益农农机服务有限公司,T2,Enterprise,农业,种植大户,农业,种植大户,小型,2020,68880000,沈阳市,辽宁省,辽宁省沈阳市,徐项目经理,"15383968123",contact@成都益农农.com,否,是,"2023-01-01",Active
10020,CUST-10020,南京田园农科服务有限公司,T1,Enterprise,农业,种植大户,农业,种植大户,中型,2021,225710000,无锡市,江苏省,江苏省无锡市,黄艳,"15838194420",黄艳@南京田园农.com,是,是,"2023-01-01",Active
10021,CUST-10021,青岛沃土植保有限公司,T2,Enterprise,农业,农业合作社,农业,农业合作社,大型,2010,219590000,株洲市,湖南省,湖南省株洲市,曾芳强,"15784095277",曾芳强@青岛沃土植.com,是,是,"2023-01-01",Active
10022,CUST-10022,郑州绿洲农技股份有限公司,T3,Enterprise,农业,植保服务,农业,植保服务,大型,2023,242960000,北京市,北京市,北京市北京市,邓红鑫,"19693269304",邓红鑫@郑州绿洲农.com,是,是,"2023-01-01",Active
10023,CUST-10023,西安农兴农资科技有限公司,T1,SMB,农业,农场主,农业,农场主,中型,2020,68360000,重庆市,重庆市,重庆市重庆市,周霞伟,"17937643439",周霞伟@西安农兴农.com,是,是,"2023-01-01",Active
10024,CUST-10024,西安丰收农资技术有限公司,T2,SMB,农业,农场主,农业,农场主,中型,2022,117030000,郑州市,河南省,河南省郑州市,朱部门经理,"18126614158",contact@西安丰收农.com,否,是,"2023-01-01",Active
10025,CUST-10025,郑州绿洲农业服务有限公司,T1,Enterprise,农业,农业合作社,农业,农业合作社,中型,2022,460580000,沈阳市,辽宁省,辽宁省沈阳市,梁娟,"13510751046",梁娟@郑州绿洲农.com,是,是,"2023-01-01",Active
10026,CUST-10026,大连农兴植保有限公司,T3,Enterprise,农业,农业科技公司,农业,农业科技公司,小型,2023,150150000,宁波市,浙江省,浙江省宁波市,高总监,"15125409494",contact@大连农兴植.com,否,否,"2023-01-01",Active
10027,CUST-10027,郑州绿源植保技术有限公司,T3,Enterprise,农业,农业合作社,农业,农业合作社,微型,2020,352410000,南京市,江苏省,江苏省南京市,吴部门经理,"17129635852",contact@郑州绿源植.com,否,否,"2023-01-01",Active
10028,CUST-10028,杭州沃土农技股份有限公司,T1,Enterprise,农业,农业合作社,农业,农业合作社,小型,2016,398280000,上海市,上海市,上海市上海市,何波伟,"19224173718",何波伟@杭州沃土农.com,是,是,"2023-01-01",Active
10029,CUST-10029,青岛绿洲农技股份有限公司,T2,Enterprise,农业,农场主,农业,农场主,小型,2016,46850000,烟台市,山东省,山东省烟台市,何红明,"17769108025",何红明@青岛绿洲农.com,是,是,"2023-01-01",Active
10030,CUST-10030,长沙绿地农服技术有限公司,T2,SMB,农业,种植大户,农业,种植大户,小型,2020,268640000,厦门市,福建省,福建省厦门市,何采购主管,"17532074125",contact@长沙绿地农.com,否,是,"2023-01-01",Active
10031,CUST-10031,西安禾苗农科有限公司,T3,Enterprise,农业,农业科技公司,农业,农业科技公司,小型,2016,360090000,绍兴市,浙江省,浙江省绍兴市,刘总监,"13426283245",contact@西安禾苗农.com,否,是,"2023-01-01",Active
10032,CUST-10032,深圳丰收农资科技有限公司,T2,SMB,农业,农场主,农业,农场主,微型,2022,483310000,咸阳市,陕西省,陕西省咸阳市,于刚文,"15807435606",于刚文@深圳丰收农.com,是,是,"2023-01-01",Active
10033,CUST-10033,杭州大地农资有限公司,T1,Enterprise,农业,农业合作社,农业,农业合作社,中型,2022,131500000,上海市,上海市,上海市上海市,肖婷勇,"15126226563",肖婷勇@杭州大地农.com,是,是,"2023-01-01",Active
10034,CUST-10034,厦门田园农服有限公司,T1,Enterprise,农业,种植大户,农业,种植大户,中型,2021,457360000,咸阳市,陕西省,陕西省咸阳市,彭宁娜,"18630833445",彭宁娜@厦门田园农.com,是,是,"2023-01-01",Active
10035,CUST-10035,厦门绿源农科技术有限公司,T2,SMB,农业,农业科技公司,农业,农业科技公司,中型,2012,457070000,重庆市,重庆市,重庆市重庆市,苏阳宁,"19598806645",苏阳宁@厦门绿源农.com,是,是,"2023-01-01",Active
10036,CUST-10036,上海图达地理信息技术有限公司,T3,SMB,测绘,勘测设计,测绘,勘测设计,中型,2017,459400000,宁波市,浙江省,浙江省宁波市,胡部门经理,"17923450567",contact@上海图达地.com,否,是,"2023-01-01",Active
10037,CUST-10037,沈阳地信勘测工程有限公司,T2,Enterprise,测绘,工程测量,测绘,工程测量,小型,2011,380240000,福州市,福建省,福建省福州市,黄部门经理,"13434961542",contact@沈阳地信勘.com,否,是,"2023-01-01",Active
10038,CUST-10038,青岛空地测量有限公司,T2,Enterprise,测绘,工程测量,测绘,工程测量,大型,2019,453600000,宜昌市,湖北省,湖北省宜昌市,张采购主管,"15209415691",contact@青岛空地测.com,否,是,"2023-01-01",Active
10039,CUST-10039,厦门地测勘测工程有限公司,T3,Enterprise,测绘,地质勘探,测绘,地质勘探,小型,2018,281740000,长沙市,湖南省,湖南省长沙市,周经理,"17174041730",contact@厦门地测勘.com,否,是,"2023-01-01",Active
10040,CUST-10040,沈阳空间空间信息有限公司,T2,Enterprise,测绘,勘测设计,测绘,勘测设计,中型,2016,116430000,宜昌市,湖北省,湖北省宜昌市,韩军,"19798423334",韩军@沈阳空间空.com,是,是,"2023-01-01",Active
10041,CUST-10041,沈阳测量地理信息科技有限公司,T2,Enterprise,测绘,勘测设计,测绘,勘测设计,微型,2023,480080000,青岛市,山东省,山东省青岛市,刘采购主管,"19388187517",contact@沈阳测量地.com,否,是,"2023-01-01",Active
10042,CUST-10042,济南空信空间信息服务有限公司,T2,Enterprise,测绘,地质勘探,测绘,地质勘探,微型,2015,19800000,大连市,辽宁省,辽宁省大连市,杨建丽,"18448981305",杨建丽@济南空信空.com,是,是,"2023-01-01",Active
10043,CUST-10043,南京测控测绘科技有限公司,T1,Enterprise,测绘,地质勘探,测绘,地质勘探,大型,2018,126210000,无锡市,江苏省,江苏省无锡市,朱波勇,"13359154084",朱波勇@南京测控测.com,是,是,"2023-01-01",Active
10044,CUST-10044,西安测量测量科技有限公司,T3,Enterprise,测绘,勘测设计,测绘,勘测设计,微型,2022,12300000,沈阳市,辽宁省,辽宁省沈阳市,马采购主管,"13415933049",contact@西安测量测.com,否,否,"2023-01-01",Active
10045,CUST-10045,青岛精测地理信息服务有限公司,T1,Enterprise,测绘,地质勘探,测绘,地质勘探,小型,2016,489850000,绵阳市,四川省,四川省绵阳市,苏莉浩,"19455184454",苏莉浩@青岛精测地.com,是,是,"2023-01-01",Active
10046,CUST-10046,西安星图空间信息服务有限公司,T2,Enterprise,测绘,地理信息,测绘,地理信息,中型,2013,142800000,温州市,浙江省,浙江省温州市,罗磊雪,"18396889215",罗磊雪@西安星图空.com,是,是,"2023-01-01",Active
10047,CUST-10047,武汉精测勘测有限公司,T3,Enterprise,测绘,测绘服务,测绘,测绘服务,中型,2014,150080000,烟台市,山东省,山东省烟台市,何部门经理,"17292673892",contact@武汉精测勘.com,否,是,"2023-01-01",Active
10048,CUST-10048,天津图达勘测有限公司,T2,Enterprise,测绘,地理信息,测绘,地理信息,大型,2018,192450000,东莞市,广东省,广东省东莞市,高经理,"15784907325",contact@天津图达勘.com,否,是,"2023-01-01",Active
10049,CUST-10049,上海地理勘测有限公司,T3,Enterprise,测绘,地质勘探,测绘,地质勘探,微型,2017,289660000,哈尔滨市,黑龙江省,黑龙江省哈尔滨市,徐采购主管,"17297958983",contact@上海地理勘.com,否,否,"2023-01-01",Active
10050,CUST-10050,大连天图测控有限公司,T3,Enterprise,测绘,地质勘探,测绘,地质勘探,中型,2012,369860000,西安市,陕西省,陕西省西安市,彭娜玲,"17191462297",彭娜玲@大连天图测.com,是,是,"2023-01-01",Active
10051,CUST-10051,哈尔滨天图测量科技有限公司,T3,Enterprise,测绘,勘测设计,测绘,勘测设计,小型,2023,386690000,绍兴市,浙江省,浙江省绍兴市,任欣婷,"18427899537",任欣婷@哈尔滨天图.com,是,否,"2023-01-01",Active
10052,CUST-10052,郑州地景测控工程有限公司,T2,Enterprise,测绘,测绘服务,测绘,测绘服务,大型,2012,158190000,长沙市,湖南省,湖南省长沙市,丁阳静,"15692697161",丁阳静@郑州地景测.com,是,是,"2023-01-01",Active
10053,CUST-10053,厦门图新勘测服务有限公司,T1,Enterprise,测绘,地理信息,测绘,地理信息,中型,2014,464310000,咸阳市,陕西省,陕西省咸阳市,王琴欣,"17854827139",王琴欣@厦门图新勘.com,是,是,"2023-01-01",Active
10054,CUST-10054,南京地景勘测技术有限公司,T3,Enterprise,测绘,勘测设计,测绘,勘测设计,中型,2020,98640000,郑州市,河南省,河南省郑州市,胡琳,"17987588450",胡琳@南京地景勘.com,是,是,"2023-01-01",Active
10055,CUST-10055,郑州经纬空间信息有限公司,T1,Enterprise,测绘,勘测设计,测绘,勘测设计,大型,2017,452330000,厦门市,福建省,福建省厦门市,刘健欣,"17851333320",刘健欣@郑州经纬空.com,是,是,"2023-01-01",Active
10056,CUST-10056,成都测控地理信息工程有限公司,T2,Enterprise,测绘,测绘服务,测绘,测绘服务,小型,2010,60850000,北京市,北京市,北京市北京市,董强欣,"15824022357",董强欣@成都测控地.com,是,是,"2023-01-01",Active
10057,CUST-10057,青岛天图勘测工程有限公司,T3,Enterprise,测绘,地质勘探,测绘,地质勘探,中型,2017,341100000,北京市,北京市,北京市北京市,何采购主管,"18398668350",contact@青岛天图勘.com,否,是,"2023-01-01",Active
10058,CUST-10058,大连天图测绘有限公司,T1,Enterprise,测绘,勘测设计,测绘,勘测设计,小型,2015,440170000,咸阳市,陕西省,陕西省咸阳市,于峰强,"13272684373",于峰强@大连天图测.com,是,是,"2023-01-01",Active
10059,CUST-10059,杭州测控地理信息技术有限公司,T2,SMB,测绘,地质勘探,测绘,地质勘探,大型,2017,58710000,常州市,江苏省,江苏省常州市,赵项目经理,"17371011200",contact@杭州测控地.com,否,是,"2023-01-01",Active
10060,CUST-10060,南京星图测量服务有限公司,T2,Enterprise,测绘,地理信息,测绘,地理信息,微型,2016,36520000,襄阳市,湖北省,湖北省襄阳市,孙项目经理,"15656670062",contact@南京星图测.com,否,是,"2023-01-01",Active
10061,CUST-10061,沈阳经纬测量有限公司,T2,Enterprise,测绘,地理信息,测绘,地理信息,中型,2014,360930000,株洲市,湖南省,湖南省株洲市,杨项目经理,"15409268943",contact@沈阳经纬测.com,否,是,"2023-01-01",Active
10062,CUST-10062,南京地景测量技术有限公司,T2,SMB,测绘,地质勘探,测绘,地质勘探,中型,2021,104790000,上海市,上海市,上海市上海市,胡经理,"17691458887",contact@南京地景测.com,否,是,"2023-01-01",Active
10063,CUST-10063,哈尔滨天图空间信息工程有限公司,T1,Enterprise,测绘,勘测设计,测绘,勘测设计,小型,2018,463290000,上海市,上海市,上海市上海市,韩磊文,"17546129354",韩磊文@哈尔滨天图.com,是,是,"2023-01-01",Active
10064,CUST-10064,上海天地地理信息技术有限公司,T3,Enterprise,测绘,地质勘探,测绘,地质勘探,微型,2013,393800000,绍兴市,浙江省,浙江省绍兴市,孙经理,"19901325519",contact@上海天地地.com,否,是,"2023-01-01",Active
10065,CUST-10065,上海天图地理信息服务有限公司,T3,Enterprise,测绘,测绘服务,测绘,测绘服务,大型,2014,476820000,常州市,江苏省,江苏省常州市,马项目经理,"17999232921",contact@上海天图地.com,否,否,"2023-01-01",Active
10066,CUST-10066,大连视界传媒制作工作室,T2,Government,影视传媒,活动策划,影视传媒,活动策划,中型,2011,290490000,重庆市,重庆市,重庆市重庆市,罗项目经理,"17730900313",contact@大连视界传.com,否,是,"2023-01-01",Active
10067,CUST-10067,杭州光影时代影像工作室,T2,Enterprise,影视传媒,婚庆摄影,影视传媒,婚庆摄影,小型,2013,253110000,厦门市,福建省,福建省厦门市,罗采购主管,"18214518079",contact@杭州光影时.com,否,是,"2023-01-01",Active
10068,CUST-10068,重庆镜头影像文化有限公司,T1,Enterprise,影视传媒,婚庆摄影,影视传媒,婚庆摄影,小型,2010,371880000,南京市,江苏省,江苏省南京市,潘鹏琴,"13751124015",潘鹏琴@重庆镜头影.com,是,是,"2023-01-01",Active
10069,CUST-10069,郑州光影时代文化传媒有限公司,T3,Enterprise,影视传媒,广告公司,影视传媒,广告公司,中型,2020,125600000,重庆市,重庆市,重庆市重庆市,周项目经理,"19369108475",contact@郑州光影时.com,否,否,"2023-01-01",Active
10070,CUST-10070,西安视界传媒广告传媒有限公司,T3,Enterprise,影视传媒,影视制作,影视传媒,影视制作,小型,2022,289890000,长沙市,湖南省,湖南省长沙市,杨总监,"13722312633",contact@西安视界传.com,否,是,"2023-01-01",Active
10071,CUST-10071,长沙视界文化工作室,T2,Government,影视传媒,短视频制作,影视传媒,短视频制作,小型,2018,329850000,宁波市,浙江省,浙江省宁波市,林娟涛,"17991713190",林娟涛@长沙视界文.com,是,是,"2023-01-01",Active
10072,CUST-10072,郑州影立方制作传媒有限公司,T1,Enterprise,影视传媒,影视制作,影视传媒,影视制作,微型,2011,93240000,厦门市,福建省,福建省厦门市,彭鹏,"15826197069",彭鹏@郑州影立方.com,是,是,"2023-01-01",Active
10073,CUST-10073,哈尔滨视界传媒文化有限公司,T3,Enterprise,影视传媒,影视制作,影视传媒,影视制作,大型,2014,352640000,哈尔滨市,黑龙江省,黑龙江省哈尔滨市,徐部门经理,"13588322781",contact@哈尔滨视界.com,否,否,"2023-01-01",Active
10074,CUST-10074,大连镜头影视工作室,T2,Government,影视传媒,活动策划,影视传媒,活动策划,大型,2020,154230000,常州市,江苏省,江苏省常州市,赵部门经理,"18126870011",contact@大连镜头影.com,否,是,"2023-01-01",Active
10075,CUST-10075,广州镜像传媒广告有限公司,T2,Enterprise,影视传媒,广告公司,影视传媒,广告公司,大型,2020,305260000,德阳市,四川省,四川省德阳市,赵部门经理,"17797115550",contact@广州镜像传.com,否,是,"2023-01-01",Active
10076,CUST-10076,杭州视野制作传媒有限公司,T2,Enterprise,影视传媒,短视频制作,影视传媒,短视频制作,中型,2016,298290000,上海市,上海市,上海市上海市,张峰磊,"17819929088",张峰磊@杭州视野制.com,是,是,"2023-01-01",Active
10077,CUST-10077,深圳影像空间文化文化传播有限公司,T3,Enterprise,影视传媒,短视频制作,影视传媒,短视频制作,微型,2020,65890000,青岛市,山东省,山东省青岛市,高项目经理,"18761051532",contact@深圳影像空.com,否,是,"2023-01-01",Active
10078,CUST-10078,厦门影立方制作有限公司,T2,Enterprise,影视传媒,广告公司,影视传媒,广告公司,微型,2017,155730000,北京市,北京市,北京市北京市,赵部门经理,"17206681214",contact@厦门影立方.com,否,是,"2023-01-01",Active
10079,CUST-10079,天津光影工场广告文化传播有限公司,T3,Enterprise,影视传媒,影视制作,影视传媒,影视制作,小型,2013,81050000,重庆市,重庆市,重庆市重庆市,刘总监,"18198433586",contact@天津光影工.com,否,否,"2023-01-01",Active
10080,CUST-10080,哈尔滨光影工场影视文化有限公司,T3,Enterprise,影视传媒,影视制作,影视传媒,影视制作,中型,2012,371000000,郑州市,河南省,河南省郑州市,黄经理,"15173669588",contact@哈尔滨光影.com,否,否,"2023-01-01",Active
10081,CUST-10081,深圳影像制作文化传播有限公司,T3,Enterprise,影视传媒,广告公司,影视传媒,广告公司,中型,2022,391580000,郑州市,河南省,河南省郑州市,李项目经理,"13397721596",contact@深圳影像制.com,否,否,"2023-01-01",Active
10082,CUST-10082,西安影动广告有限公司,T3,Enterprise,影视传媒,广告公司,影视传媒,广告公司,小型,2022,156930000,长沙市,湖南省,湖南省长沙市,周涛磊,"19447646966",周涛磊@西安影动广.com,是,是,"2023-01-01",Active
10083,CUST-10083,广州光影时代传媒文化传播有限公司,T1,Enterprise,影视传媒,影视制作,影视传媒,影视制作,微型,2017,238260000,济南市,山东省,山东省济南市,何晨娟,"19737444033",何晨娟@广州光影时.com,是,是,"2023-01-01",Active
10084,CUST-10084,北京视界文化有限公司,T1,Enterprise,影视传媒,婚庆摄影,影视传媒,婚庆摄影,大型,2010,314900000,厦门市,福建省,福建省厦门市,肖婷伟,"18557707813",肖婷伟@北京视界文.com,是,是,"2023-01-01",Active
10085,CUST-10085,苏州光线文化工作室,T3,Enterprise,影视传媒,影视制作,影视传媒,影视制作,小型,2019,98210000,重庆市,重庆市,重庆市重庆市,黄采购主管,"13235497187",contact@苏州光线文.com,否,是,"2023-01-01",Active
10086,CUST-10086,杭州影像影像工作室,T2,Government,影视传媒,活动策划,影视传媒,活动策划,微型,2019,348700000,烟台市,山东省,山东省烟台市,王项目经理,"17587173220",contact@杭州影像影.com,否,是,"2023-01-01",Active
10087,CUST-10087,大连影视通传媒传媒有限公司,T2,Enterprise,影视传媒,婚庆摄影,影视传媒,婚庆摄影,微型,2013,272190000,重庆市,重庆市,重庆市重庆市,苏颖颖,"17988434627",苏颖颖@大连影视通.com,是,是,"2023-01-01",Active
10088,CUST-10088,深圳影动力广告文化有限公司,T2,Enterprise,影视传媒,广告公司,影视传媒,广告公司,微型,2011,60780000,无锡市,江苏省,江苏省无锡市,黄刚莉,"13200105056",黄刚莉@深圳影动力.com,是,是,"2023-01-01",Active
10089,CUST-10089,西安影像空间影像传媒有限公司,T2,Enterprise,影视传媒,短视频制作,影视传媒,短视频制作,大型,2019,369040000,成都市,四川省,四川省成都市,朱部门经理,"19453954673",contact@西安影像空.com,否,是,"2023-01-01",Active
10090,CUST-10090,西安光影时代制作文化传播有限公司,T3,Enterprise,影视传媒,影视制作,影视传媒,影视制作,小型,2015,68890000,哈尔滨市,黑龙江省,黑龙江省哈尔滨市,李部门经理,"19644830077",contact@西安光影时.com,否,否,"2023-01-01",Active
10091,CUST-10091,武汉守护安防科技服务有限公司,T3,Enterprise,公共安全,公安系统,公共安全,公安系统,大型,2013,286520000,哈尔滨市,黑龙江省,黑龙江省哈尔滨市,徐经理,"19529979713",contact@武汉守护安.com,否,否,"2023-01-01",Active
10092,CUST-10092,西安安邦安全技术工程有限公司,T2,SMB,公共安全,公安系统,公共安全,公安系统,大型,2018,335200000,成都市,四川省,四川省成都市,罗敏,"15933468715",罗敏@西安安邦安.com,是,是,"2023-01-01",Active
10093,CUST-10093,重庆安邦安全技术工程有限公司,T2,SMB,公共安全,应急管理,公共安全,应急管理,大型,2012,168750000,哈尔滨市,黑龙江省,黑龙江省哈尔滨市,赵部门经理,"15286293158",contact@重庆安邦安.com,否,是,"2023-01-01",Active
10094,CUST-10094,西安安通警用装备工程有限公司,T2,Enterprise,公共安全,应急管理,公共安全,应急管理,微型,2017,495430000,长沙市,湖南省,湖南省长沙市,高部门经理,"19915911873",contact@西安安通警.com,否,是,"2023-01-01",Active
10095,CUST-10095,厦门安全卫士安防工程有限公司,T2,Enterprise,公共安全,消防救援,公共安全,消防救援,中型,2017,45750000,重庆市,重庆市,重庆市重庆市,何项目经理,"18574817290",contact@厦门安全卫.com,否,是,"2023-01-01",Active
10096,CUST-10096,南京安盾安保有限公司,T2,Enterprise,公共安全,消防救援,公共安全,消防救援,大型,2014,303600000,郑州市,河南省,河南省郑州市,黄部门经理,"18140380477",contact@南京安盾安.com,否,是,"2023-01-01",Active
10097,CUST-10097,苏州警盾安全技术科技有限公司,T1,Enterprise,公共安全,安保服务,公共安全,安保服务,大型,2017,375640000,洛阳市,河南省,河南省洛阳市,林强婷,"15445236735",林强婷@苏州警盾安.com,是,是,"2023-01-01",Active
10098,CUST-10098,成都守护警用装备服务有限公司,T2,Enterprise,公共安全,公安系统,公共安全,公安系统,中型,2021,287880000,上海市,上海市,上海市上海市,刘勇梅,"18662714327",刘勇梅@成都守护警.com,是,是,"2023-01-01",Active
10099,CUST-10099,深圳守护安防科技科技有限公司,T2,SMB,公共安全,边防海警,公共安全,边防海警,大型,2022,414450000,宜昌市,湖北省,湖北省宜昌市,宋燕,"17170772317",宋燕@深圳守护安.com,是,是,"2023-01-01",Active
10100,CUST-10100,深圳警安安保服务有限公司,T2,Enterprise,公共安全,消防救援,公共安全,消防救援,大型,2019,435900000,重庆市,重庆市,重庆市重庆市,唐雪莉,"15475617211",唐雪莉@深圳警安安.com,是,是,"2023-01-01",Active
10101,CUST-10101,长沙护卫安全技术技术有限公司,T2,SMB,公共安全,应急管理,公共安全,应急管理,大型,2014,367290000,株洲市,湖南省,湖南省株洲市,徐经理,"18790945624",contact@长沙护卫安.com,否,是,"2023-01-01",Active
10102,CUST-10102,重庆盾安安防科技有限公司,T3,SMB,公共安全,安保服务,公共安全,安保服务,大型,2015,203410000,长沙市,湖南省,湖南省长沙市,黄采购主管,"15329987621",contact@重庆盾安安.com,否,否,"2023-01-01",Active
10103,CUST-10103,大连安保通安防科技有限公司,T2,Enterprise,公共安全,应急管理,公共安全,应急管理,中型,2011,194850000,宁波市,浙江省,浙江省宁波市,杨部门经理,"13645127678",contact@大连安保通.com,否,是,"2023-01-01",Active
10104,CUST-10104,杭州警翼警用装备科技有限公司,T3,SMB,公共安全,消防救援,公共安全,消防救援,微型,2012,107330000,重庆市,重庆市,重庆市重庆市,周项目经理,"15992649957",contact@杭州警翼警.com,否,是,"2023-01-01",Active
10105,CUST-10105,深圳安信安全服务有限公司,T3,Enterprise,公共安全,安保服务,公共安全,安保服务,微型,2015,444260000,重庆市,重庆市,重庆市重庆市,林采购主管,"15576954730",contact@深圳安信安.com,否,是,"2023-01-01",Active
10106,CUST-10106,哈尔滨安保通安全服务有限公司,T2,Enterprise,公共安全,应急管理,公共安全,应急管理,中型,2014,308370000,大连市,辽宁省,辽宁省大连市,胡部门经理,"15494966219",contact@哈尔滨安保.com,否,是,"2023-01-01",Active
10107,CUST-10107,南京安防警用装备科技有限公司,T3,Enterprise,公共安全,消防救援,公共安全,消防救援,微型,2012,131870000,咸阳市,陕西省,陕西省咸阳市,林总监,"19248604290",contact@南京安防警.com,否,否,"2023-01-01",Active
10108,CUST-10108,重庆安通安防有限公司,T3,Enterprise,公共安全,边防海警,公共安全,边防海警,小型,2011,106060000,重庆市,重庆市,重庆市重庆市,彭鑫,"17582452834",彭鑫@重庆安通安.com,是,是,"2023-01-01",Active
10109,CUST-10109,大连安控警用装备有限公司,T3,Enterprise,公共安全,公安系统,公共安全,公安系统,大型,2016,329990000,重庆市,重庆市,重庆市重庆市,冯敏建,"17353164777",冯敏建@大连安控警.com,是,否,"2023-01-01",Active
10110,CUST-10110,上海护航安全工程有限公司,T2,Enterprise,公共安全,应急管理,公共安全,应急管理,中型,2010,189000000,株洲市,湖南省,湖南省株洲市,胡军梅,"18847401602",胡军梅@上海护航安.com,是,是,"2023-01-01",Active
10111,CUST-10111,上海安盾安保有限公司,T3,Enterprise,公共安全,边防海警,公共安全,边防海警,大型,2010,168720000,咸阳市,陕西省,陕西省咸阳市,王采购主管,"15996534803",contact@上海安盾安.com,否,是,"2023-01-01",Active
10112,CUST-10112,武汉守护安全技术有限公司,T1,Enterprise,公共安全,应急管理,公共安全,应急管理,小型,2011,32290000,大连市,辽宁省,辽宁省大连市,吕红磊,"15550784243",吕红磊@武汉守护安.com,是,是,"2023-01-01",Active
10113,CUST-10113,天津安邦安防服务有限公司,T2,Enterprise,公共安全,安保服务,公共安全,安保服务,大型,2020,338750000,上海市,上海市,上海市上海市,周采购主管,"19359779090",contact@天津安邦安.com,否,是,"2023-01-01",Active
